uid,kind,band,reason,model,date,batch
src/java/org/apache/cassandra/db/commitlog/CommitLogReader.java:298#1,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/commitlog/CommitLogReader.java:325#1,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/commitlog/CommitLogReader.java:353#1,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/commitlog/CommitLogReader.java:384#1,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/commitlog/CommitLogReader.java:517#1,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/commitlog/CommitLogReplayer.java:158#1,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/commitlog/CommitLogReplayer.java:424#1,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/commitlog/CommitLogSegmentManagerCDC.java:99#1,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/commitlog/CommitLogSegmentReader.java:120#1,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/commitlog/CommitLogSegmentReader.java:181#1,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/commitlog/CommitLogSegmentReader.java:187#1,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/commitlog/CommitLogSegmentReader.java:187#2,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/commitlog/CommitLogSegmentReader.java:197#1,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/commitlog/CommitLogSegmentReader.java:197#2,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/commitlog/DirectIOSegment.java:109#1,row,D,"commitlog segment reading, CRC and marker validation",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:207#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:219#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:221#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:311#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:405#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:465#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:468#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:478#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:504#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:509#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:519#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:650#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:661#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:684#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:711#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:736#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/context/CounterContext.java:738#1,row,D,"counter context diff and merge, shard comparison",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/ColumnFilter.java:359#1,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/ColumnFilter.java:746#1,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/DataLimits.java:502#1,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/DataLimits.java:551#1,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/DataLimits.java:554#1,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/DataLimits.java:558#1,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/DataLimits.java:783#1,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/DataLimits.java:786#1,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/DataLimits.java:786#2,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/DataLimits.java:790#1,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/DataLimits.java:793#1,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/DataLimits.java:797#1,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/RowFilter.java:381#1,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/RowFilter.java:806#1,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/filter/RowFilter.java:811#1,row,D,"column and row filter comparison, limit rendering in toString",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/guardrails/Guardrail.java:189#1,row,D,guardrail notification interval test,claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/lifecycle/LogFile.java:257#1,row,D,transaction log record verification and file descriptors,claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/lifecycle/LogFile.java:278#1,row,D,transaction log record verification and file descriptors,claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/lifecycle/LogFile.java:284#1,row,D,transaction log record verification and file descriptors,claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/lifecycle/LogReplica.java:61#1,row,D,transaction log record verification and file descriptors,claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/lifecycle/LogReplica.java:79#1,row,D,transaction log record verification and file descriptors,claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/lifecycle/LogReplicaSet.java:156#1,row,D,transaction log record verification and file descriptors,claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/lifecycle/LogReplicaSet.java:193#1,row,D,transaction log record verification and file descriptors,claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/lifecycle/LogReplicaSet.java:229#1,row,D,transaction log record verification and file descriptors,claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/AbstractCompositeType.java:78#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/AbstractCompositeType.java:85#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/AbstractCompositeType.java:191#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/AbstractCompositeType.java:202#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/AbstractCompositeType.java:311#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/AbstractTimeUUIDType.java:79#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/AbstractTimeUUIDType.java:134#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/AbstractTimeUUIDType.java:162#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/AbstractTimeUUIDType.java:162#2,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/AbstractType.java:542#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/BooleanType.java:70#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/ByteArrayAccessor.java:150#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/ByteArrayAccessor.java:150#2,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/ByteBufferAccessor.java:251#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/CollectionType.java:294#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/CompositeType.java:138#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/CompositeType.java:155#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/CompositeType.java:367#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/DecimalType.java:133#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/DecimalType.java:169#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/DecimalType.java:184#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/DecimalType.java:207#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/DynamicCompositeType.java:167#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/DynamicCompositeType.java:182#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/DynamicCompositeType.java:230#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/DynamicCompositeType.java:234#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/DynamicCompositeType.java:249#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/DynamicCompositeType.java:462#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/DynamicCompositeType.java:488#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/DynamicCompositeType.java:611#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/FrozenType.java:44#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/Int32Type.java:67#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:62#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:62#2,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:65#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:65#2,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:71#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:71#2,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:105#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:107#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:130#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:140#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:151#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:192#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:198#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:198#2,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:202#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:280#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:285#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:288#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:293#1,row,D,"type marshalling, byte-order comparison and serialization arithmetic",claude-opus-5,2026-09-23,batch-04.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:354#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:372#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:372#2,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/IntegerType.java:434#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/LexicalUUIDType.java:86#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/LexicalUUIDType.java:86#2,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/ListType.java:54#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/LongType.java:69#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/MapType.java:61#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/MapType.java:220#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/MapType.java:228#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/ReversedType.java:45#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/ReversedType.java:83#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/ReversedType.java:215#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/ReversedType.java:224#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/SetType.java:50#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/ShortType.java:52#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/TupleType.java:188#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/TupleType.java:273#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/TupleType.java:308#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/TypeParser.java:87#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/TypeParser.java:321#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/UUIDType.java:93#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/UUIDType.java:98#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/UUIDType.java:104#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/UUIDType.java:110#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/UUIDType.java:131#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/UUIDType.java:154#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/UserType.java:247#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/VectorType.java:181#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/VectorType.java:304#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/VectorType.java:346#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/VectorType.java:436#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/marshal/VectorType.java:557#1,row,D,type marshalling and byte-order comparison,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/memtable/ShardBoundaries.java:82#1,row,D,memtable shard boundary bookkeeping,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/memtable/ShardBoundaries.java:103#1,row,D,memtable shard boundary bookkeeping,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/memtable/ShardedSkipListMemtable.java:225#1,row,D,memtable shard boundary bookkeeping,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/monitoring/MonitoringTask.java:221#1,row,C,"monitoring queue bound, but zero here means the queue is disabled",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/monitoring/MonitoringTask.java:370#1,row,D,operation logging and partition iterator arity,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/monitoring/MonitoringTask.java:400#1,row,D,operation logging and partition iterator arity,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/partitions/AbstractBTreePartition.java:161#1,row,D,operation logging and partition iterator arity,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/partitions/AtomicBTreePartition.java:283#1,row,C,"memtable wasted-allocation tracker, allocation-adjacent but a sentinel test",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/partitions/AtomicBTreePartition.java:300#1,row,C,"memtable wasted-allocation tracker, allocation-adjacent but a sentinel test",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/partitions/AtomicBTreePartition.java:300#2,row,C,"memtable wasted-allocation tracker, allocation-adjacent but a sentinel test",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/partitions/PartitionIterators.java:62#1,row,D,partition merge arity and repair sentinel tests,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/partitions/PartitionUpdate.java:309#1,row,D,partition merge arity and repair sentinel tests,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/partitions/UnfilteredPartitionIterators.java:102#1,row,D,partition merge arity and repair sentinel tests,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/partitions/UnfilteredPartitionIterators.java:224#1,row,D,partition merge arity and repair sentinel tests,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/repair/PendingAntiCompaction.java:125#1,row,D,partition merge arity and repair sentinel tests,claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/AbstractCell.java:150#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/AbstractCell.java:152#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/AbstractCell.java:164#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/AbstractCell.java:164#2,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/ArrayCell.java:111#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/BTreeRow.java:119#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/BTreeRow.java:188#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/BTreeRow.java:798#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/Cell.java:62#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/Cell.java:234#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/CellPath.java:86#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/Cells.java:83#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/Cells.java:114#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/Cells.java:121#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/Cells.java:166#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/Cells.java:168#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/Cells.java:233#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/EncodingStats.java:120#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/EncodingStats.java:128#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/EncodingStats.java:130#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
src/java/org/apache/cassandra/db/rows/EncodingStats.java:132#1,row,D,"cell and row resolution, deletion time sentinels",claude-opus-5,2026-09-23,batch-05.txt
